Major_Axis_Length,Minor_Axis_Length,Eccentricity,Extent,target
213.1944733,79.28887177,0.928269327,0.615424514,1
212.4112244,87.36013031,0.911509812,0.795028329,1
192.3492889,93.77914429,0.873097241,0.614197791,1
205.0201569,86.9646759,0.905579686,0.555921078,1
201.5188904,84.54153442,0.907745302,0.623748779,1
194.4810028,84.73088837,0.900103092,0.593927026,1
214.0378418,95.49766541,0.89494729,0.68629837,1
217.2975769,91.39753723,0.907241523,0.633700848,1
207.5602417,92.41060638,0.895419717,0.604761541,1
210.3907471,94.74095917,0.892872512,0.757657945,1
204.8744354,99.44870758,0.874284983,0.753036797,1
211.0266113,86.83942413,0.911405563,0.577729285,1
221.7091064,88.20763397,0.917449176,0.529712319,1
201.8156586,83.20626831,0.91105336,0.765162289,1
213.196167,92.32341003,0.901372612,0.639529526,1
196.6167908,84.80031586,0.902209818,0.761809528,1
203.1737823,85.91057587,0.906203032,0.552805662,1
217.0155029,92.15181732,0.905365825,0.807424724,1
204.6273193,88.99236298,0.900478899,0.766061008,1
201.639679,88.56097412,0.898387313,0.603993058,1
193.2675323,81.65988922,0.906352401,0.724042594,1
212.9039154,91.15163422,0.903714776,0.712999642,1
207.5510406,87.78108978,0.906158924,0.600817263,1
225.5345917,98.44350433,0.899709284,0.569881499,1
216.0992889,90.94638824,0.907128096,0.53485167,1
224.0659485,94.54113007,0.906626344,0.550419033,1
209.5435181,84.1657486,0.915787816,0.605207503,1
216.191864,84.159935,0.921117961,0.808387041,1
179.1168823,84.49580383,0.881740093,0.595401347,1
212.0107574,101.6800079,0.877488136,0.629365265,1
197.7286377,91.15908051,0.887383878,0.777611256,1
221.0706787,92.2322998,0.908811331,0.814812899,1
202.4428253,79.02429962,0.920664966,0.525976241,1
208.2277527,94.83874512,0.890257895,0.573702335,1
215.8083496,92.62403107,0.903211474,0.578888416,1
201.1148834,89.12859344,0.896436334,0.698698282,1
210.0672455,91.26864624,0.900684655,0.680097163,1
206.5661316,94.1913681,0.889986694,0.659035385,1
209.1838837,99.23175812,0.880322516,0.670458317,1
211.6512146,94.57139587,0.894620597,0.652930081,1
213.9091949,83.12070465,0.921415269,0.761266291,1
182.3347473,86.27270508,0.880978882,0.602805614,1
203.8807678,86.62690735,0.905244946,0.561466038,1
203.9220581,80.00766754,0.919818401,0.680326104,1
209.39711,81.748909,0.92064476,0.595327616,1
230.1585846,91.78717804,0.917038023,0.646276176,1
209.0363464,87.52461243,0.908122182,0.602295935,1
212.2619781,90.98807526,0.903466225,0.588688135,1
201.3895569,90.38588715,0.893626571,0.641947985,1
195.6509247,82.36373901,0.9070732,0.689887047,1
202.1957092,81.74695587,0.914628148,0.643278956,1
208.5411682,96.63723755,0.886151075,0.773645341,1
201.294693,92.73952484,0.887548029,0.647272229,1
204.1630707,88.52142334,0.901114106,0.648379505,1
208.1534271,83.61426544,0.915773332,0.637924552,1
219.5995636,79.63166046,0.931936264,0.532096148,1
206.2226257,80.40367889,0.920862377,0.546920657,1
190.9163055,88.99755859,0.884700418,0.749915123,1
215.9343872,86.7587204,0.915735006,0.668543935,1
209.5935974,93.09237671,0.895949185,0.566399813,1
188.0159149,86.37448883,0.888229549,0.621252477,1
222.7228394,85.4315567,0.923508525,0.524796605,1
195.6660767,80.26914215,0.911979675,0.544030011,1
201.0183868,84.50301361,0.907350659,0.619783342,1
211.7231903,92.78570557,0.898857653,0.568376541,1
204.3109283,87.28925323,0.904139519,0.569423854,1
205.5389709,85.92192841,0.908432186,0.547134995,1
210.0016479,99.41775513,0.880839944,0.738264501,1
201.3801117,84.48709106,0.907736659,0.547112584,1
204.4829559,88.56926727,0.901327789,0.704729378,1
184.9920654,86.85975647,0.882915258,0.671784103,1
194.1814575,84.88485718,0.899392545,0.797314286,1
210.4246063,91.21054077,0.901173055,0.640725017,1
211.5836487,90.03343201,0.904948235,0.629557967,1
208.2284241,94.30258179,0.891571224,0.573042572,1
202.6878052,78.67498016,0.921592653,0.548162282,1
203.8369446,85.42742157,0.90794152,0.676325619,1
206.1808472,89.36727905,0.901181817,0.762567401,1
184.6437073,83.21842194,0.89267683,0.577027023,1
179.1511841,76.3516922,0.904635668,0.574898362,1
212.6799774,88.28739166,0.90976733,0.745631039,1
196.632782,83.19528198,0.906083107,0.602870345,1
207.7341766,94.14838409,0.891400874,0.571326137,1
200.3253326,83.2011795,0.909670651,0.666099429,1
205.0133057,99.27554321,0.874935448,0.733887553,1
200.1468964,94.78046417,0.880764484,0.600910306,1
207.9804535,96.29037476,0.886369765,0.706783593,1
214.1398621,91.38510895,0.904367626,0.79486376,1
212.6080017,84.88685608,0.916835725,0.583227217,1
201.4852142,89.05701447,0.897013724,0.567491889,1
195.460434,75.84288788,0.921650231,0.512859762,1
214.3835602,93.97776031,0.898798168,0.566275537,1
197.5092468,87.92959595,0.895434976,0.577222228,1
201.5967712,84.66999054,0.907525599,0.541831017,1
181.9514923,99.44376373,0.83743304,0.794387758,1
220.9137726,93.89167786,0.905186296,0.747973144,1
206.2037201,84.38730621,0.912425697,0.552580118,1
202.4251099,83.61328888,0.910704792,0.538815796,1
220.546524,88.99761963,0.914965451,0.628033102,1
209.1313171,87.11465454,0.909110606,0.547948897,1
204.4699554,90.74992371,0.896110952,0.614480913,1
218.6231537,91.16981506,0.908898175,0.545642316,1
210.8721924,93.9865799,0.895180404,0.768972456,1
200.1735382,92.85159302,0.885910869,0.604796708,1
216.2716522,100.4325104,0.885635376,0.735217035,1
193.1961823,91.55775452,0.880572855,0.710975766,1
208.8769531,88.12108612,0.906651497,0.582456112,1
191.9095764,82.14076233,0.903770208,0.750522971,1
185.0290833,85.37150574,0.887194812,0.796027362,1
207.6543732,86.3434906,0.909454346,0.542364955,1
225.2233887,91.51106262,0.913734198,0.586407423,1
193.2509155,86.45822144,0.89433974,0.633421957,1
209.5892792,92.79666138,0.896642745,0.732323229,1
217.8717957,100.3450317,0.887623787,0.624464154,1
223.5486298,94.11949921,0.907049179,0.553685784,1
203.5678558,89.92999268,0.897128761,0.572356522,1
203.2763519,88.1075058,0.901183844,0.80787921,1
200.7766266,88.84082794,0.896775484,0.660881162,1
201.8804779,87.07385254,0.902201951,0.635801315,1
212.3137207,87.87223816,0.910331786,0.625742078,1
223.637619,94.94790649,0.905399144,0.775088906,1
219.4679108,90.02393341,0.911999285,0.763262868,1
212.4633636,89.45372772,0.907046139,0.553714991,1
200.5462646,86.39673615,0.902444065,0.694037199,1
221.1190796,90.46383667,0.912481427,0.775777817,1
208.964035,84.61726379,0.914344609,0.60121429,1
214.466095,92.45722198,0.902302206,0.773289144,1
194.6434479,92.36013031,0.880250454,0.708788455,1
208.8229065,87.75803375,0.90740788,0.565734982,1
214.2183838,89.42656708,0.908697546,0.7341609,1
217.3872223,92.47346497,0.905012071,0.632478654,1
228.5934753,98.19204712,0.903043628,0.576252162,1
230.1887207,95.75758362,0.909366429,0.592466712,1
203.5127106,89.95865631,0.897000432,0.71735394,1
213.2246704,91.66706085,0.902872503,0.622441053,1
201.2719574,92.73377228,0.88753581,0.625986636,1
195.7003937,84.50079346,0.901975811,0.808586895,1
194.5179291,92.81695557,0.87881428,0.591119945,1
218.1940918,94.05685425,0.902318656,0.55753237,1
195.0987549,85.72264862,0.898300886,0.582855105,1
214.1424255,89.6917038,0.908059418,0.708794117,1
206.9161224,91.64846802,0.896558344,0.594032645,1
202.278183,87.75389099,0.900995851,0.605667353,1
218.7672577,92.42917633,0.906362891,0.583519042,1
196.3905487,83.89897156,0.904154897,0.574353218,1
197.1196594,87.78462219,0.895363212,0.751406789,1
207.5240479,94.27309418,0.890861213,0.59171325,1
189.5310516,92.90573883,0.871617079,0.605647504,1
204.9234619,91.86573029,0.893886745,0.639799893,1
212.5814514,87.35810089,0.911662638,0.542758644,1
220.4769287,90.20722961,0.91246897,0.827318907,1
211.2970734,87.20801544,0.910854757,0.62442416,1
207.7422028,84.57769775,0.913371086,0.580960453,1
214.1028748,86.41410828,0.914931059,0.52602011,1
210.0232849,89.20301819,0.905320466,0.540214002,1
204.3924561,89.15960693,0.89984113,0.581106722,1
212.9385223,91.33050537,0.90334934,0.78379637,1
221.5768433,90.98238373,0.911809623,0.565692902,1
221.9453278,90.82513428,0.912434399,0.782010376,1
200.0535583,94.38363647,0.881709993,0.608945549,1
215.9631958,89.12654877,0.910870075,0.799418628,1
212.42836,84.69094849,0.917090118,0.762124836,1
189.7222137,77.68550873,0.912323713,0.684238672,1
211.6011353,90.11253357,0.904788911,0.66452539,1
204.4095459,91.21478271,0.89491564,0.656500995,1
191.1208038,82.31742859,0.902490914,0.745220602,1
238.4350891,93.01494598,0.920769989,0.572208881,1
202.8757782,88.29086304,0.900335431,0.591068387,1
196.5747681,91.43114471,0.885246873,0.662779629,1
200.0272369,90.7138443,0.891252458,0.572610915,1
221.885498,96.65257263,0.900142014,0.578987777,1
205.474823,93.38162231,0.890763342,0.58142966,1
222.9464569,92.38245392,0.910108268,0.556633294,1
191.8238525,95.06197357,0.86856854,0.607698977,1
201.9357605,90.24497986,0.894584179,0.597563028,1
209.5693817,86.55519867,0.910724461,0.542705476,1
211.6907806,96.97522736,0.888901412,0.586676955,1
186.6712494,80.84287262,0.901357353,0.667295814,1
206.2285309,93.45731354,0.891422331,0.589819789,1
200.5447083,85.00814056,0.905715466,0.728494644,1
214.3379822,83.71970367,0.92056191,0.644508123,1
208.8032684,83.30515289,0.916966259,0.532554865,1
216.8854828,83.81038666,0.922320008,0.760771215,1
201.8062286,93.05895233,0.887332499,0.68712759,1
204.6237335,86.33972931,0.906621933,0.580675244,1
202.6546021,91.30965424,0.892742157,0.563765824,1
202.3937683,92.94208527,0.888325572,0.584898829,1
226.8743896,91.63518524,0.914801955,0.552017987,1
209.3755646,88.59430695,0.906066239,0.576824188,1
213.6121674,94.91934967,0.895851433,0.659147263,1
209.2754211,86.94194794,0.909619331,0.603706539,1
194.7825623,92.95032501,0.878794491,0.604008615,1
211.0903625,91.76154327,0.900574028,0.615753829,1
203.6781769,88.20871735,0.901356041,0.750860929,1
217.0805664,95.93837738,0.897040546,0.583144665,1
205.4121399,90.76255035,0.897086084,0.582951546,1
212.6968842,92.99383545,0.899358034,0.640229583,1
217.1329956,88.92488098,0.912291646,0.598588169,1
201.5536041,93.44861603,0.886022866,0.593150377,1
209.6793213,93.87272644,0.894185483,0.582623899,1
202.8323364,91.19192505,0.893233716,0.742628872,1
227.5023346,89.1243515,0.920071125,0.563224554,1
210.2839355,89.42494965,0.905072153,0.665101409,1
227.9448547,92.66851807,0.913633347,0.741767466,1
205.1284027,89.00131226,0.900970221,0.70445025,1
204.2571411,92.47101593,0.891653419,0.758291602,1
220.6954803,97.83933258,0.896362066,0.657111466,1
204.5680237,84.15599823,0.911462128,0.722258091,1
212.1815796,90.43865204,0.904613733,0.575774014,1
212.2475739,87.93212891,0.910144746,0.553418815,1
204.1756744,93.06549072,0.890076637,0.575679362,1
219.4476166,92.66460419,0.906473398,0.595112801,1
199.7572784,93.64827728,0.883298874,0.619238138,1
215.4302979,87.76007843,0.913262725,0.707547188,1
214.9547424,88.66092682,0.910974264,0.544500709,1
200.1377106,93.24651337,0.88483119,0.618131876,1
199.9391937,83.23552704,0.909225404,0.564547181,1
218.394455,97.66686249,0.894432008,0.640067935,1
214.7678528,93.72193909,0.899758995,0.779280186,1
228.1561737,94.20754242,0.910772681,0.636249363,1
209.876358,87.29936981,0.909384668,0.60068047,1
210.0259857,92.37322235,0.898086905,0.648730099,1
211.8835297,93.30974579,0.8978104,0.740325391,1
211.6311646,92.19615936,0.900118351,0.574463248,1
199.164917,96.6937027,0.874239087,0.617128909,1
219.0030823,84.91929626,0.921762943,0.541106641,1
205.7198486,92.87569427,0.89228791,0.594453335,1
214.1594849,88.87600708,0.909821808,0.584397495,1
193.6352386,92.94416809,0.877270579,0.715641499,1
213.8856812,86.87624359,0.913792789,0.650943398,1
211.8028259,88.03250122,0.909531891,0.687520742,1
209.5576477,91.52841187,0.899573386,0.628956258,1
185.4014587,100.8879166,0.838981986,0.654537261,1
181.3232727,83.83839417,0.886687219,0.601524413,1
220.3685608,89.43637848,0.913940132,0.550281942,1
191.3311005,91.70781708,0.877643049,0.708799183,1
214.0938263,107.54245,0.864684939,0.666369617,1
207.9287262,90.16022491,0.901100039,0.554954767,1
217.2497101,98.99957275,0.890136063,0.7633847,1
213.4854584,90.17632294,0.906409383,0.565916657,1
225.3026733,96.45010376,0.903735518,0.752622247,1
210.2474823,97.63128662,0.885644615,0.597799718,1
198.2198334,97.85749817,0.869642675,0.623755395,1
222.8452301,92.12952423,0.910538733,0.611879826,1
211.2930603,88.26586151,0.908565998,0.541860044,1
210.5045776,96.50235748,0.888728678,0.795843422,1
206.9266663,88.28404999,0.904419601,0.752930522,1
202.7645111,80.17954254,0.918495297,0.607939482,1
196.7065887,90.34710693,0.888281822,0.773267567,1
209.3558197,89.43750763,0.904155552,0.650580347,1
207.2198334,88.91106415,0.903272986,0.592621684,1
185.600296,91.29359436,0.870661438,0.656331003,1
194.0430756,78.79869843,0.913833678,0.653479636,1
194.4383392,90.97846222,0.883779347,0.596623361,1
196.8149872,95.84307861,0.87341845,0.651120067,1
175.5974884,92.33856964,0.850575089,0.622867048,1
208.0528717,101.9614868,0.871680319,0.732219279,1
187.3336182,82.18278503,0.898634791,0.636392713,1
210.1643829,97.76021576,0.88522625,0.762674391,1
212.1362457,94.48931122,0.89532268,0.744997144,1
209.6788635,90.46773529,0.90213275,0.795684457,1
210.5748596,99.99417877,0.880059838,0.730591178,1
206.4585266,93.99015045,0.890363872,0.761725068,1
217.6305084,95.51935577,0.898532927,0.707688928,1
215.9992981,91.61693573,0.905590177,0.597597957,1
190.3890533,79.03822327,0.909757257,0.543542266,1
208.3711853,99.03029633,0.879845917,0.648533225,1
181.7578888,83.74436188,0.887531638,0.803765118,1
194.6375122,102.0583878,0.85150218,0.650117338,1
212.4369049,91.3702774,0.902778625,0.724627197,1
207.0513153,96.9881134,0.88350302,0.599737406,1
204.6206512,84.80614471,0.910069585,0.676022708,1
193.8157196,83.47735596,0.902492881,0.582225919,1
198.6106567,85.91886902,0.901586175,0.689972937,1
224.2521973,91.44113922,0.913089037,0.547667384,1
195.8382416,86.37992859,0.897468805,0.588044941,1
210.0559845,94.47917938,0.893138885,0.790605545,1
192.9272461,89.33763123,0.886324942,0.695218682,1
210.9116058,96.00473785,0.890394628,0.581412554,1
187.0058441,87.66728973,0.883307338,0.605175674,1
193.782959,96.51618958,0.867140651,0.683890581,1
206.5722961,89.21240234,0.901935816,0.81276232,1
197.8289795,97.38611603,0.870440125,0.632599056,1
213.1120758,80.99443817,0.924963653,0.520240843,1
214.2878418,86.66110992,0.914575815,0.581208944,1
214.6546936,94.9879837,0.896760941,0.809779823,1
183.5766602,84.69467926,0.887213767,0.814512849,1
220.3434448,85.93157959,0.920819402,0.797512174,1
209.8494873,83.40635681,0.917620361,0.530039072,1
210.6334839,92.94599152,0.897374928,0.746097207,1
201.6408539,82.22841644,0.913072884,0.745079637,1
206.5976868,88.72132874,0.903095365,0.745168865,1
202.0196991,86.41854858,0.903886259,0.750927091,1
212.4506073,81.18547821,0.924105227,0.777977288,1
196.666153,84.69309235,0.902521908,0.588888884,1
221.6600952,91.23171997,0.911371887,0.600488782,1
211.1135559,94.82223511,0.893454969,0.686344922,1
208.4364624,91.08699036,0.899460912,0.682289481,1
202.5484009,85.11695099,0.907417536,0.550144911,1
214.0542603,93.68448639,0.899137139,0.695043802,1
209.3532104,86.78947449,0.910021961,0.766666651,1
208.6945496,101.9417572,0.87257874,0.773785949,1
217.9382935,89.09558868,0.912619054,0.668556511,1
220.9217529,89.95549011,0.913346767,0.641604006,1
195.3531189,89.23707581,0.889570057,0.646786809,1
196.856781,87.78818512,0.895058095,0.571008921,1
209.1615601,94.06529999,0.89316678,0.763709247,1
205.5384521,94.58416748,0.88782692,0.577777803,1
212.0909424,92.49422455,0.899895132,0.78304404,1
210.2455444,88.11177826,0.907944739,0.606853127,1
205.0606689,94.85704041,0.886577368,0.582013071,1
195.0235596,94.59472656,0.874490559,0.760867238,1
210.5318909,88.8842926,0.90650773,0.67804879,1
219.9654846,93.15426636,0.905898452,0.699162245,1
208.9055786,92.30456543,0.897089779,0.578613222,1
183.2887115,86.73105621,0.880958438,0.681873679,1
224.0871735,98.6626358,0.897857189,0.600905418,1
218.5715637,83.36390686,0.924408734,0.608815193,1
205.6398163,94.62220001,0.887848675,0.721105993,1
220.9611969,101.4541016,0.888359308,0.630307674,1
197.0299377,87.65262604,0.895595372,0.582248271,1
217.4963074,95.40557098,0.89865613,0.702708602,1
211.1591949,85.50136566,0.914354682,0.539138794,1
201.1745758,87.95717621,0.899355471,0.698316336,1
206.285141,92.72486877,0.893281102,0.582399368,1
201.3465424,96.04631805,0.878892481,0.610657096,1
211.1650238,98.31332397,0.885008037,0.74812758,1
211.9916382,88.64776611,0.908370495,0.57608217,1
211.6689911,86.82541656,0.911998153,0.561277688,1
212.1356812,93.06375122,0.898633957,0.579228759,1
208.7490387,88.66285706,0.905318081,0.573755503,1
201.4946899,84.15379333,0.908609033,0.565728903,1
203.5234528,94.31124878,0.886153102,0.775549352,1
233.9135132,89.53108215,0.923850715,0.511160433,1
222.0448456,87.43668365,0.91920495,0.546214223,1
207.0969238,77.08044434,0.928154528,0.52094847,1
199.0134888,89.86624908,0.892241478,0.64245522,1
196.8968353,85.49542999,0.900809586,0.736451268,1
204.2897186,85.28391266,0.908692777,0.583697975,1
207.2510834,89.85896301,0.901117325,0.663152039,1
205.0970001,90.11699677,0.898297787,0.657509148,1
194.8029175,90.32216644,0.886013627,0.581420064,1
210.0363922,88.53156281,0.906825662,0.615348697,1
214.0371399,88.62864685,0.910240173,0.552678883,1
208.7720184,94.06877899,0.892735362,0.595905483,1
199.2529297,85.41971588,0.903446913,0.580907702,1
202.7220001,86.94031525,0.903368711,0.776460588,1
207.4761353,89.68951416,0.901735425,0.598853171,1
209.585968,79.26891327,0.925717056,0.682809353,1
195.6700745,92.54843903,0.881072044,0.577114403,1
205.8757629,84.65060425,0.911557198,0.731427968,1
193.3482361,85.72440338,0.896339715,0.634556592,1
193.3418427,85.90898895,0.89585954,0.708914518,1
224.9954224,94.41770172,0.907689333,0.577041268,1
206.6395264,96.87207794,0.883305728,0.602552116,1
188.1876831,67.69534302,0.933059335,0.611680448,1
194.5457001,89.70830536,0.887339413,0.604305506,1
213.9776001,94.46471405,0.897275925,0.632439017,1
193.4249725,88.63653564,0.888824582,0.797927439,1
206.9332886,87.47862244,0.906251788,0.758576035,1
215.1391754,95.17147064,0.89683181,0.61051333,1
203.7946777,99.68769073,0.872195482,0.735248983,1
217.605484,95.48460388,0.898586273,0.583318293,1
216.6157074,92.91001892,0.903344214,0.777473092,1
198.5750122,86.26436615,0.900711834,0.742648721,1
216.3203125,88.60250092,0.91227001,0.77527386,1
198.768692,86.68679047,0.899889052,0.696324468,1
203.4450684,82.57012939,0.913935423,0.627374768,1
214.3443146,89.52690125,0.908595145,0.562996745,1
214.8956146,88.20729828,0.911876023,0.536146104,1
190.1289978,81.32439423,0.903905272,0.562092423,1
191.9145203,83.66120148,0.899980783,0.561508656,1
206.3290405,87.03672028,0.906672835,0.861049533,1
217.1950073,87.00278473,0.916264176,0.580857038,1
195.7785492,87.1651535,0.895419657,0.586063743,1
211.5290222,90.38519287,0.904112518,0.568027616,1
198.9573669,84.75006104,0.904736817,0.702772379,1
224.2022705,95.21685791,0.905337989,0.740762353,1
201.3383179,88.16448212,0.899027467,0.575994313,1
214.7909393,96.12420654,0.894271672,0.657594442,1
196.560318,83.11239624,0.906207144,0.641408563,1
201.5314941,79.65081024,0.918583214,0.54481709,1
211.4087677,94.91480255,0.893550158,0.731611371,1
184.3237915,89.86130524,0.8731125,0.736917138,1
199.5596924,89.44221497,0.893934369,0.599666893,1
206.7794189,89.82534027,0.900719225,0.804235458,1
224.3868561,93.10742188,0.909848094,0.534817636,1
199.0625458,95.53791809,0.877301753,0.65750742,1
213.6031799,89.84618378,0.90723604,0.803072274,1
206.5892181,91.43078613,0.896732509,0.739532769,1
217.3649902,88.5952301,0.913166225,0.559238493,1
224.1865997,87.69223785,0.920323789,0.654119074,1
206.6927795,89.74820709,0.900811374,0.709893048,1
206.0285797,87.72612762,0.90481925,0.652756989,1
196.5994415,81.60153198,0.909791827,0.592021883,1
214.1338043,91.11753082,0.9049505,0.624127448,1
194.8883209,80.99093628,0.909558356,0.563827336,1
221.4296265,88.87734222,0.915911794,0.661561072,1
203.7094727,88.17392731,0.901470006,0.653186262,1
215.5091858,97.42145538,0.891991377,0.584351659,1
212.6575165,96.99799347,0.889916718,0.725860119,1
208.4237518,77.74034119,0.92783463,0.5730685,1
207.1224518,83.32397461,0.915510833,0.714770496,1
200.7359161,89.16996765,0.895920038,0.56933856,1
200.8926697,88.1683197,0.898544371,0.679540515,1
191.9359741,78.10004425,0.913469672,0.549295127,1
215.8137207,93.56567383,0.901130319,0.779280186,1
203.0722198,91.35160065,0.893105209,0.716503322,1
212.4354553,82.91467285,0.92068553,0.591725945,1
214.4025269,85.24676514,0.917558193,0.656728804,1
216.1729736,79.60009766,0.929737091,0.535444021,1
203.559433,81.30859375,0.916761875,0.611620784,1
209.0519714,90.5843277,0.901244879,0.702199876,1
197.0045929,90.91550446,0.887145817,0.717558026,1
203.4968567,91.2685318,0.893782377,0.56805855,1
197.4049683,92.30098724,0.883955121,0.598995388,1
203.8588409,91.66152954,0.893213689,0.679847836,1
207.5319214,83.6856842,0.915093184,0.700855613,1
193.6128845,82.03561401,0.905798137,0.586731315,1
197.0418701,85.83563995,0.900130033,0.76885128,1
197.661026,84.11711121,0.904929042,0.564530313,1
205.8421936,86.18869019,0.908118844,0.715937495,1
201.8391418,85.25986481,0.906402588,0.611054838,1
212.7730103,95.72537994,0.893081784,0.572039485,1
215.5475922,95.61666107,0.896225452,0.758792996,1
211.8349304,96.02246857,0.891363561,0.576540172,1
213.0753174,86.78432465,0.913297057,0.622853398,1
195.0993347,84.79960632,0.900600255,0.761601627,1
220.4825745,85.63170624,0.921498001,0.636671901,1
214.2824402,89.17408752,0.909295022,0.576788247,1
217.738327,87.48340607,0.915735245,0.549165726,1
219.2754364,97.95169067,0.894680738,0.610146344,1
191.4457245,82.05867004,0.903481901,0.714226902,1
211.0124969,81.87439728,0.921656311,0.673119247,1
207.5167542,80.51567078,0.921661079,0.557803988,1
197.9593506,86.07606506,0.900518894,0.713756442,1
196.5350494,79.72299194,0.914031744,0.566633403,1
195.5175781,86.1084671,0.89779532,0.790575922,1
208.332901,87.1922226,0.908205926,0.579114974,1
197.0814056,81.92232513,0.909512043,0.629680514,1
198.1559753,83.23425293,0.907503664,0.591378033,1
207.9707642,86.18774414,0.910084665,0.569691241,1
202.6122742,95.51608276,0.881907225,0.600529075,1
212.0016632,88.23764801,0.909267545,0.64509666,1
190.8477173,97.34318542,0.860140681,0.765424252,1
221.3329773,98.09829712,0.896414876,0.776743114,1
210.5697479,87.41584015,0.909757733,0.577059031,1
202.7936249,88.48321533,0.899790823,0.770852923,1
209.6199188,94.15700531,0.893441439,0.624612272,1
211.3755188,85.93526459,0.913627386,0.672598541,1
195.4355011,83.60432434,0.903880656,0.582812488,1
185.9820099,90.20448303,0.874504566,0.61943841,1
205.1066437,91.44972992,0.895100594,0.735647857,1
199.451889,88.40869904,0.896393955,0.568998754,1
200.25354,88.02668762,0.89820534,0.578840435,1
196.646698,75.979599,0.922341287,0.562928081,1
205.0064392,86.4876709,0.906652689,0.559893608,1
204.2942505,87.65405273,0.90327698,0.748977602,1
199.3816071,87.62736511,0.898244679,0.75124377,1
200.3972931,88.17446136,0.897998631,0.695252597,1
203.4182587,88.50323486,0.900391757,0.756517947,1
216.2804413,91.34656525,0.906431735,0.587884605,1
230.959549,91.65092468,0.917893529,0.571232855,1
203.3018951,90.60995483,0.895186543,0.606697202,1
207.0927124,91.49889374,0.897100866,0.704003036,1
211.37883,94.41613007,0.894699872,0.718842447,1
209.1895447,93.61980438,0.894266009,0.674078047,1
196.6111755,83.98688507,0.904170156,0.562905788,1
202.587204,89.94490051,0.896036148,0.603601277,1
213.1280518,78.45640564,0.929778814,0.622445583,1
212.3297577,92.00544739,0.901243031,0.768406153,1
196.1644897,95.582901,0.873257518,0.595129728,1
199.8231354,90.06546783,0.892662406,0.657748461,1
188.5623016,85.32583618,0.891760647,0.588173985,1
198.4992065,89.09570313,0.893608809,0.5960145,1
197.8755035,75.38201904,0.924592853,0.700315833,1
230.9310455,91.06518555,0.918964922,0.634104967,1
185.420105,83.6137619,0.892553151,0.648846149,1
208.8755035,91.91077423,0.897984743,0.575411618,1
195.9393463,80.80905914,0.910994411,0.796907246,1
183.9953308,80.8708725,0.89822948,0.664988399,1
185.5311127,79.75233459,0.902895749,0.570089281,1
193.5456238,88.63944244,0.888964057,0.56547749,1
218.1038208,97.8526001,0.893706799,0.593285203,1
208.0990753,95.35768127,0.888832569,0.586214781,1
211.7301178,94.12325287,0.895757258,0.587909341,1
195.6549683,84.88217926,0.900991857,0.573338687,1
198.8527222,86.09415436,0.901415825,0.635325909,1
207.9473724,89.12214661,0.903503716,0.603993297,1
202.5810852,89.2024231,0.897836268,0.555724263,1
204.8460236,91.23347473,0.895343661,0.781399071,1
212.8260345,91.61981964,0.902594566,0.583653986,1
216.0619202,91.02570343,0.90692389,0.65071255,1
226.2627716,91.60111237,0.914385796,0.535686851,1
203.313736,83.57887268,0.911597788,0.745299518,1
195.3233032,81.92961121,0.907775462,0.73305738,1
